ID,Report,Stress,Happy,Sad,Nervous,Angry,Close,Annoyed,AnnoyedExpressed,partner,NanPercent,scl,nscrs.01,fscrs.01,amp.01,ActCount,BodyTemp,nscrs.02,fscrs.02,amp.02,IBI,BPM,HRV,AllWC,AllAnalytic,AllClout,AllAuthentic,AllTone,AllSixltr,AllDic,AllFunct,AllPronoun,AllPpron,AllI,AllWe,AllYou,AllShehe,AllThey,AllIpron,AllArticle,AllPreps,AllAuxverb,AllAdverb,AllConj,AllNegate,AllVerb,AllAdj,AllCompare,AllInterrog,AllNumber,AllQuant,AllAffect,AllPosemo,AllNegemo,AllAnx,AllAnger,AllSad,AllSocial,AllFamily,AllFriend,AllFemale,AllMale,AllCogproc,AllInsight,AllCause,AllDiscrep,AllTentat,AllCertain,AllDiffer,AllPercept,AllSee,AllHear,AllFeel,AllBio,AllBody,AllHealth,AllSexual,AllIngest,AllDrives,AllAffiliation,AllAchieve,AllPower,AllReward,AllRisk,AllWork,AllLeisure,AllHome,AllMoney,AllRelig,AllDeath,AllInformal,AllSwear,AllNetspeak,AllAssent,AllNonfl,AllFiller,AllIOnly,AllMeOnly,PitchMean,PitchMedian,PitchSD,PitchMin,PitchMax,PitchRange,LoudMean,LoudMedian,LoudSD,LoudMax
771,18,,,,,,,,,1,0.93814433,0.0394,24.26666667,0.40444,0.182773333,10054.1692,69.8429,21.64285714,0.360728571,0.22905,1012.41079,60.88510833,393.9370833,485.7272727,11.64111111,62.38,46.02,76.93555556,7.595555556,93.12333333,54.70444444,22.47111111,14.02111111,6.361111111,1.117777778,3.537777778,1.55,1.455555556,8.446666667,3.882222222,7.675555556,12.36666667,6.881111111,5.97,3.113333333,22.45333333,3.581111111,1.744444444,2.771111111,1.236666667,1.577777778,5.218888889,4.061111111,0.974444444,0.056666667,0.378888889,0.188888889,11.44666667,0.355555556,0.372222222,1.393333333,0.713333333,11.26444444,1.977777778,1.87,1.713333333,2.895555556,1.25,3.056666667,2.695555556,1.053333333,0.703333333,0.685555556,2.11,0.618888889,0.352222222,0.1,1.123333333,5.125555556,1.686666667,0.927777778,0.806666667,1.526666667,0.304444444,0.937777778,0.585555556,0.306666667,0.385555556,0.044444444,0.022222222,13.63222222,0.373333333,1.715555556,6.398888889,3.312222222,2.227777778,,,170.18746,138.87568,111.31528,42.52792,610.41213,567.8842,0.68726,0.53736,0.55768,3.31641
771,18,,,,,,,,,2,0.87628866,0.0974,22,0.3667,0.0204,9992.5922,93.8158,12,0.2,0.0274,1289.253385,47.73088,631.2335683,802.0833333,11.59636364,55.62636364,51.48,59.54909091,7.307272727,95.22363636,55.98909091,24.14090909,14.49545455,7.355454545,0.789090909,4.045454545,1.331818182,0.972727273,9.624545455,3.01,9.462727273,12.00545455,5.712727273,5.428181818,3.702727273,22.28,3.591818182,3,2.635454545,1.794545455,1.596363636,4.262727273,3.125454545,1.114545455,0.030909091,0.64,0.154545455,11.99909091,0.479090909,0.741818182,0.883636364,1.155454545,11.69727273,2.628181818,1.516363636,1.865454545,2.164545455,1.353636364,3.824545455,2.672727273,1.082727273,0.886363636,0.422727273,1.481818182,1.035454545,0.192727273,0.175454545,0.207272727,5.271818182,1.537272727,1.178181818,1.120909091,1.539090909,0.106363636,1.119090909,0.799090909,0.356363636,0.431818182,0.228181818,0.047272727,14.71727273,0.796363636,1.918181818,5.38,4.278181818,2.842727273,,,129.0249533,93.68837333,86.37153333,43.19551333,515.03162,471.8360933,0.386893333,0.299393333,0.3309,2.473173333
772,1,3,80,0,0,3,40,15,0,1,0.907216495,1.8338,14,0.2333,0.7831,9993.5211,95.0844,14,0.2333,0.7831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,1,3,5,0,1,0,4,4,0,2,0.907216495,1.3399,49,0.8167,0.8942,9959.7497,96.2033,48,0.8,0.9125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,2,10,85,0,0,20,70,0,0,1,0.020618557,4.9245,46,0.7667,0.4753,9932.7063,95.856,45,0.75,0.4855,778.7359623,78.72835283,375.5679925,832,16.23,55.73,79.02,64.5,5.65,92.91,53.97,22,15.02,7.69,2.04,2.88,0.96,1.44,6.97,4.45,8.77,12.38,5.29,4.69,3.61,25.72,2.16,0.96,1.8,3.61,1.44,3.73,2.88,0.84,0.24,0.36,0.24,11.3,0.48,0.24,0.48,0.6,9.98,1.08,1.68,1.68,2.52,0.36,3.37,1.8,0.12,0.96,0.36,3.12,0.6,0.36,0.12,2.04,7.81,2.88,0.72,1.32,3.25,0,0.84,0.84,0.36,2.16,0,0,8.65,0.12,1.32,3.49,2.88,0.96,,,176.7787,157.5377,111.3732,42.1367,618.6431,576.5064,0.744,0.5913,0.6007,3.3862
772,2,30,50,0,0,0,50,0,0,2,0.020618557,3.9664,56,0.9333,1.6692,10062.6946,95.5016,55,0.9167,1.6994,1011.798098,61.39889231,561.3946808,646,7.91,81.54,49.32,54.92,7.59,92.72,54.64,22.6,15.33,6.66,1.7,5.73,0.46,0.77,6.81,4.02,7.59,11.76,7.28,7.28,3.41,23.84,3.1,2.17,2.63,2.63,2.48,2.48,2.01,0.46,0.15,0.31,0,16.56,0,0.93,0,2.01,12.23,1.08,1.55,2.17,3.41,1.08,4.49,2.32,0.46,1.24,0.46,3.25,1.08,0.31,0.15,2.17,6.04,2.32,0.46,0.77,2.79,0,0.77,0.77,0,1.24,0,0,8.51,0.46,0.77,2.17,1.39,1.86,,,164.1223,120.4173,117.4764,42.4978,613.5436,571.0458,0.9174,0.7891,0.6186,3.3934
772,3,10,80,0,0,10,60,15,0,1,0.020618557,2.2313,38,0.6333,0.4496,9931.2216,90.3176,37,0.6167,0.4613,728.369305,84.27065667,354.3844283,947,20.43,79.2,70.22,96.21,4.86,91.34,50.58,19.85,13.52,5.07,1.9,5.07,0.95,0.53,6.34,3.8,9.08,11.72,6.55,3.59,3.7,21.96,2.32,0.95,1.69,4.01,1.27,6.55,5.7,0.84,0.11,0.11,0.53,13.31,0.53,0.74,0.21,1.37,8.34,0.84,1.48,2.11,1.48,0.32,2.96,1.69,0.42,0.53,0.32,1.27,1.06,0.53,0,0.53,8.03,2.75,0.32,0.42,4.33,0.42,0.32,0.63,0.11,1.06,0,0,8.87,0.42,0.53,2.85,3.38,0.63,,,158.8226,106.7163,121.0958,42.0825,618.0989,576.0164,1.2089,1.0783,0.7561,3.4755
772,3,60,40,0,0,0,20,50,0,2,0.020618557,2.0035,46,0.7667,0.9471,10049.4435,91.0725,43,0.7167,1.012,945.7483283,66.03339,553.788345,691,8.27,75.65,78.63,92.61,5.21,90.59,53.55,22.72,15.63,6.95,2.03,4.49,1.01,1.16,6.95,3.76,6.95,13.31,8.54,3.47,3.04,27.93,2.17,0.43,3.18,1.74,1.74,5.07,4.63,0.43,0,0,0.14,12.59,0.14,1.01,0.29,2.17,9.55,1.01,2.6,1.88,1.16,1.16,2.17,2.03,1.3,0.58,0.14,1.88,0.29,0.29,0,1.45,6.95,2.6,0.58,0.72,2.46,0.72,0,0.29,0,1.3,0,0,7.38,0,1.74,3.47,1.74,0.43,,,95.4282,65.4304,77.4189,42.1859,605.091,562.9051,1.1657,1.0686,0.6896,3.4036
772,4,0,90,0,0,0,75,0,0,1,0.020618557,6.1858,27,0.45,0.9695,9932.6438,92.4696,25,0.4167,1.0458,603.5872217,102.3198867,305.515165,679,8.79,90.99,39.73,79.47,6.19,87.63,51.84,23.71,17.67,5.74,1.77,6.19,3.09,0.88,6.04,2.8,5.89,12.08,7.36,2.95,2.5,25.04,3.39,1.91,2.36,0.44,0.59,4.71,3.83,0.88,0.15,0.44,0,16.49,1.18,0.15,0.44,3.68,8.98,1.77,1.33,2.8,1.33,0.44,2.21,2.5,2.36,0,0.15,2.21,1.18,0.44,0,0.59,9.28,3.24,0.74,1.03,2.95,1.47,0.74,0.44,0,0,0,0,9.72,0.59,1.03,2.5,3.68,0.88,,,154.1539,102.1348,113.5907,42.5068,618.2425,575.7357,1.0626,0.9031,0.6932,3.4153
772,4,0,60,0,0,0,60,0,0,2,0.020618557,10.4596,37,0.6167,2.3446,10057.3105,94.4167,37,0.6167,2.3446,749.940015,83.16892667,460.5196483,640,4.84,84.14,58.84,72.57,4.69,92.03,57.34,26.56,17.19,6.09,1.72,6.09,2.97,0.31,9.38,3.28,7.81,13.59,7.5,4.06,3.59,25.78,1.88,0.47,4.69,0.31,0.78,4.69,3.59,1.09,0.16,0.62,0.16,16.25,0.94,0.31,0.16,3.91,10.16,0.78,1.88,2.81,2.03,0.47,4.22,3.28,2.66,0.62,0,1.72,1.09,0.62,0.16,0.62,8.28,1.88,0,1.56,2.5,2.34,0.31,0.16,0,0.16,0.16,0,9.53,0.16,0.78,4.06,3.44,0.78,,,99.71,71.3146,78.2165,42.2578,613.4461,571.1883,1.0859,0.9299,0.7052,3.4111
772,5,0,90,0,0,0,80,0,0,1,0.020618557,4.8265,42,0.7,0.6274,9933.9399,95.1608,41,0.6833,0.6423,694.360115,87.24683667,338.06643,643,18.32,70.7,47.9,61.16,5.91,90.2,49.14,20.37,12.6,4.67,1.71,4.35,0.62,1.24,7.78,4.35,6.53,9.95,5.44,5.6,3.11,20.68,3.89,1.71,0.78,2.18,2.8,4.67,3.27,1.4,0,0.62,0.31,11.2,0.16,1.09,0,0.78,10.11,0.62,1.4,2.49,2.64,0.62,3.73,4.04,0.78,0.62,0.47,4.98,0.78,0.31,0.31,3.58,4.98,1.87,0,0.93,1.71,0.47,0.16,0.62,1.09,0,0,0.16,9.64,0.31,1.71,3.27,3.42,1.4,,,137.1012,95.6081,97.3797,42.3947,606.7649,564.3702,0.9711,0.8217,0.6788,3.4117
772,5,0,50,0,0,0,40,0,0,2,0.020618557,12.87,45,0.75,2.5204,10062.2156,96.6735,45,0.75,2.5204,866.0346017,71.27961833,484.9708283,500,8.25,77.64,21.18,55.96,5,92.4,58,23.2,13.8,5.6,0.6,5.6,1.4,0.6,9.4,4,8.8,13.8,8.6,4.6,3,24.6,5,2.2,4.2,1,3.2,5.6,3.6,2,0,0.8,0.6,12.6,0,1.2,0,2.4,11.4,1,2.6,2.4,3,0.2,2.6,3.8,0.6,1.4,0.4,2.4,0.6,0.2,0,1.6,6.2,0.8,0.8,1.2,3.4,0.2,0.2,0.4,0.8,0.2,0,0,6.2,0,0.8,1.4,1.8,1.6,,,114.9247,65.2559,107.6856,42.2237,616.1899,573.9662,0.889,0.6773,0.7006,3.4042
772,6,20,60,0,0,0,50,20,0,1,0.020618557,5.9441,43,0.7167,0.4897,9932.2174,95.9262,41,0.6833,0.5127,623.785395,97.21834333,273.9119267,289,27.29,82.49,34.97,81.79,5.88,93.77,51.56,23.88,16.61,5.54,1.04,3.81,5.54,0.69,7.27,5.54,7.61,9.34,3.81,4.15,1.38,23.18,3.81,2.77,2.42,1.38,0.69,5.19,4.15,1.04,0,0.69,0,14.88,0,1.04,3.81,2.08,6.92,0.69,1.38,1.04,0.69,0.69,2.77,2.08,0,1.04,0.35,5.54,1.04,0,0,4.5,3.46,1.04,1.04,0.35,1.73,0,0,1.04,0.35,0,0,0,9.34,0.69,1.04,2.42,3.81,1.04,,,171.0072,74.7456,156.1824,42.1542,619.4074,577.2532,1.2007,1.1011,0.7658,3.4037
772,6,0,30,0,0,0,50,0,0,2,0.020618557,9.6663,37,0.6167,2.4983,10060.7288,95.9904,36,0.6,2.5672,869.6314283,69.921175,452.0292083,166,12.07,81.69,42.59,36.35,9.04,94.58,55.42,24.1,18.07,6.63,2.41,6.02,3.01,0,6.02,6.02,6.63,13.86,5.42,2.41,4.22,23.49,1.81,0,3.61,0.6,1.81,4.22,2.41,1.81,0,1.2,0,13.86,0,1.2,0,3.61,10.24,1.2,2.41,3.61,1.2,1.81,1.2,2.41,0,1.81,0,4.82,1.81,0,0,3.01,5.42,2.41,0,1.2,1.2,0.6,1.2,1.2,1.2,0,0,0,10.24,1.2,0.6,5.42,0.6,1.81,,,181.9939,156.2758,128.5758,42.6046,619.2324,576.6278,1.2413,1.1466,0.706,3.4083
772,7,20,60,0,0,40,50,30,0,1,0.020618557,2.1383,27,0.45,0.303,9932.8304,96.3978,27,0.45,0.303,702.4933967,86.37651167,306.972965,148,17.96,84.46,97.14,37.73,2.7,89.86,59.46,23.65,15.54,6.76,2.03,6.08,0.68,0,8.11,5.41,9.46,12.84,8.11,3.38,0.68,27.7,1.35,0,4.73,0,0.68,3.38,2.03,1.35,0,1.35,0,11.49,0,0,0.68,0.68,6.76,0.68,2.03,0.68,2.03,0,2.03,1.35,0.68,0.68,0,0,0,0,0,0,6.08,2.7,0.68,1.35,1.35,0,0,0.68,0.68,0,0,0.68,8.78,0,2.7,1.35,2.03,2.7,,,178.3734,106.7229,133.9828,42.1938,618.2187,576.0249,0.9939,0.8391,0.7006,3.414
772,7,50,40,0,0,30,10,60,0,2,0.020618557,7.0679,54,0.9,1.7114,10058.5995,95.7548,52,0.8667,1.7766,936.4418067,65.77381667,531.4598267,219,7.52,42.74,75.37,68.84,3.2,92.69,63.01,28.31,16.89,10.5,1.37,5.02,0,0,11.42,4.11,9.13,10.96,4.57,4.57,5.94,21.46,1.37,0.91,3.2,0.91,0,3.2,2.74,0.46,0,0.46,0,11.87,0,0,0,0.46,9.59,1.37,1.83,3.2,0.46,0.46,3.65,2.28,0,2.28,0,0.91,0.91,0,0,0,6.39,2.28,0,0.46,3.65,0,0,0.46,0,0.46,0,0,9.59,0,1.83,3.65,2.74,1.37,,,124.975,87.8826,116.3718,42.1882,599.6021,557.4139,0.9953,0.9021,0.6867,3.4019
772,8,0,60,0,0,25,50,10,0,1,0.020618557,0.6524,15,0.25,0.1669,9934.0132,93.206,12,0.2,0.2052,715.41901,85.64186,315.9165717,107,7.5,86.9,53.3,88.85,7.48,93.46,52.34,25.23,17.76,6.54,1.87,8.41,0,0.93,7.48,1.87,5.61,10.28,3.74,3.74,5.61,23.36,1.87,0,2.8,0,0.93,3.74,3.74,0,0,0,0,15.89,0,0.93,0,0,9.35,3.74,0,2.8,0.93,0.93,2.8,5.61,1.87,2.8,0,1.87,0,0,0,1.87,3.74,1.87,0,0,1.87,0,0,0,0.93,0.93,0,0,11.21,0,0,3.74,6.54,0.93,,,138.6912,97.2634,95.5074,42.6795,592.7859,550.1064,0.3471,0.199,0.432,3.1782
772,8,20,10,0,0,0,10,0,0,2,0.020618557,0.5072,50,0.8333,0.0966,10059.4875,93.5398,41,0.6833,0.1147,937.465325,65.02216333,509.578925,262,2.19,37.99,89.8,68.97,9.54,95.42,64.89,26.72,14.89,9.54,1.15,4.2,0,0,11.45,2.67,8.78,14.89,5.73,9.54,3.82,28.24,1.15,0.38,3.44,0,1.53,4.58,3.44,1.15,1.15,0,0,10.31,0,0.38,0,0,13.74,1.53,2.67,1.91,1.53,1.53,5.34,3.44,0.76,2.67,0,0.38,0,0,0,0,3.82,1.53,0,1.15,1.15,0,1.53,0,0.38,1.15,0,0,6.87,0,1.53,1.91,3.44,0.38,,,94.7667,80.6646,57.3622,42.4313,578.8105,536.3792,0.4403,0.3561,0.3876,3.2736
772,9,0,60,0,0,15,40,10,0,1,0.020618557,3.2755,35,0.5833,0.3319,9932.7218,93.6561,34,0.5667,0.3412,743.07892,81.49237667,354.9475283,389,4.49,47.94,37.09,30.09,6.94,86.89,56.04,23.39,13.88,5.91,2.83,2.83,0,2.31,9.51,3.34,5.91,16.71,3.86,3.6,6.43,26.74,2.83,1.03,3.08,1.8,1.54,1.29,0.77,0.51,0,0.26,0,9.77,0.26,0,0,0,12.08,3.86,1.03,1.29,2.57,0.51,3.6,3.34,0.77,1.03,0,3.6,0,0,0,3.6,7.71,3.08,0.51,1.54,2.57,0,0,0,1.03,0.26,0,0,7.71,0,0.26,3.34,2.31,1.54,,,74.6146,59.7726,48.6418,42.2608,617.0241,574.7633,0.3949,0.357,0.2443,2.4451
772,9,20,30,0,0,0,0,40,0,2,0.020618557,6.7509,52,0.8667,1.2736,10058.1773,94.3932,50,0.8333,1.324,878.310325,69.55178667,489.2738333,592,3.55,88.79,11.68,73.13,9.8,90.2,58.61,26.69,14.86,4.22,4.73,5.24,0.34,0.34,11.82,4.05,5.57,13.85,7.26,4.9,3.21,24.32,2.2,0.51,5.74,2.36,2.36,2.53,2.53,0,0,0,0,12.33,0,0.17,0.34,0,12.67,2.03,1.52,3.38,3.04,0.51,2.7,2.7,0.68,1.18,0,2.7,0,0.17,0,2.7,10.81,4.73,0.17,0.84,5.07,0,0,0,0,0.17,0,0,9.46,0,0.51,3.21,3.04,1.69,,,90.8935,71.7116,54.5732,43.0019,608.2395,565.2376,0.6134,0.5109,0.4277,3.3799
772,10,0,80,0,0,1,80,0,0,1,0.020618557,1.629,26,0.4333,0.2757,9932.9433,94.0708,24,0.4,0.2975,698.2107183,86.89858833,340.30851,616,8.04,58.97,20.57,76.72,5.03,92.86,56.98,24.35,11.2,4.71,2.11,3.41,0.65,0.32,13.15,6.17,5.68,12.01,5.84,6.01,4.22,23.05,1.79,0.49,2.27,2.11,2.27,5.03,3.9,1.14,0.32,0.32,0.16,7.63,0,0,0.49,0.16,8.12,1.14,1.3,1.46,2.44,0.65,1.79,2.92,1.14,0.49,0,4.55,0.16,0.32,0,4.06,6.49,2.11,0.97,0.65,2.92,0,0.65,0.32,0,0,0,0,11.53,0.16,1.46,4.22,5.19,0.65,,,188.3272,197.2045,82.373,43.16,593.4163,550.2563,0.8864,0.6864,0.6814,3.3977
772,10,0,70,0,0,0,50,0,0,2,0.020618557,3.3003,44,0.7333,0.8213,10059.1729,95.683,43,0.7167,0.84,824.0343817,74.536095,478.5175217,519,11.76,67.11,30.38,58.58,6.17,90.56,59.15,21.77,12.14,4.62,2.7,3.28,0.96,0.58,9.63,5.78,8.09,11.95,7.71,7.51,2.5,21.97,2.89,1.54,3.66,2.5,2.5,4.43,3.08,1.35,0.19,0.58,0,9.44,0,0,0.96,0.39,10.98,1.35,2.31,2.31,2.12,0.96,3.47,1.93,0.39,1.16,0.19,4.05,0,0.58,0.39,2.89,7.13,2.89,1.35,1.35,1.93,0,0.19,0.19,0.19,0,0,0,8.86,0.39,0.77,4.62,1.93,1.73,,,159.9671,121.5488,81.5821,43.3566,589.3505,545.9939,0.4976,0.4329,0.3413,3.2092
772,11,0,90,0,0,0,85,0,0,1,0.020618557,2.4788,8,0.1333,1.7871,9933.2096,95.0207,8,0.1333,1.7871,632.2091083,95.484685,295.6498283,883,5.03,69.89,37.11,72.43,5.78,93.2,59.8,26.5,13.82,5.44,2.83,4.19,0.57,0.79,12.68,4.76,7.13,14.95,5.55,4.98,3.85,24.46,2.72,2.15,3.06,1.59,1.7,3.4,2.94,0.45,0,0,0.11,10.87,0.11,0.34,0,0.68,11.66,1.7,1.93,2.49,2.6,0.79,3.4,2.49,0.68,0.45,0.79,2.72,0.23,0.11,0,2.27,7.47,3.28,1.13,0.57,2.49,0.34,0,0.11,0.68,0.34,0,0,8.95,0,1.02,3.17,3.74,1.02,,,154.6148,131.855,81.7361,42.5679,582.0991,539.5312,0.4783,0.3723,0.4074,3.4001
772,11,0,80,0,0,0,80,0,0,2,0.020618557,4.7307,44,0.7333,1.3825,10060.8189,96.6235,43,0.7167,1.4141,837.8412917,73.12822167,504.04446,820,6.81,63.83,50.65,77.41,5.73,92.44,57.56,26.22,14.76,7.07,1.71,5.24,0.24,0.49,11.46,4.88,6.34,13.05,6.22,4.27,3.29,24.39,2.93,2.2,3.29,0.98,3.17,3.29,3.05,0.24,0,0,0.24,10.37,0.12,0.37,0.12,0.37,11.22,2.56,1.95,1.95,1.34,0.85,3.29,3.05,0.98,0.49,0.49,3.66,0.24,0.49,0,2.93,5.37,1.83,0.49,0.85,2.32,0.12,0.24,0,1.34,0.49,0,0,9.27,0.12,1.22,2.8,4.63,0.61,,,162.2301,128.1467,92.1902,42.805,573.1519,530.3469,0.5583,0.4619,0.4223,3.3992
772,12,0,90,0,0,0,90,0,0,1,0.020618557,0.4307,18,0.3,0.119,9932.7607,93.8568,15,0.25,0.1402,802.2479883,76.24947833,341.9474533,551,5.19,44.23,61.08,22.95,6.72,92.2,59.71,23.05,13.25,7.08,0.91,3.81,0.73,0.73,9.8,4.54,7.8,13.97,7.08,6.72,5.26,24.32,3.63,2.9,2.9,0.73,2.9,3.09,1.45,1.63,0,0.91,0.18,12.34,0.18,0.36,0.54,0.36,15.25,1.81,1.81,3.27,2.9,0.54,5.99,3.63,0.36,2.54,0.73,2.72,1.63,0.54,0.18,0.36,4.17,1.09,0.54,0.91,1.63,0,0.73,0,0.18,0,0,0.54,7.26,0.18,1.09,2.18,0.91,2.9,,,99.7958,80.3767,66.4267,42.3314,588.8377,546.5063,1.1534,0.9576,0.8399,3.4058
772,12,0,70,0,0,0,80,0,0,2,0.020618557,3.1305,50,0.8333,0.8077,10060.989,96.1943,48,0.8,0.8408,950.1022967,63.83661333,508.174305,949,8.29,49.16,62.87,63.73,8.96,92.52,61.54,23.6,13.8,7.9,1.79,2.85,0.74,0.53,9.8,5.37,9.38,13.8,6.01,8.64,3.06,24.97,2.74,2.11,2.11,0.74,1.58,3.06,2.53,0.53,0,0.21,0.11,10.96,0,0.32,0.11,0.74,16.23,3.58,1.58,3.16,3.9,1.48,4.85,3.27,1.05,1.37,0.84,2.32,1.48,0.21,0,0.32,5.69,2.63,0.21,1.26,1.79,0,0.53,0.32,0.53,0.21,0,0.11,7.38,0,0.63,1.48,1.69,3.48,,,104.8701,65.2605,78.4508,43.4439,614.7981,571.3542,0.8872,0.6319,0.7332,3.4052
772,13,0,90,0,0,5,85,5,1,1,0.020618557,0.2943,9,0.15,0.0916,9932.0972,93.6071,7,0.1167,0.1147,750.3066018,81.35013158,331.7674035,740,4.04,47.84,58.55,9.26,6.62,94.19,62.57,28.65,18.11,9.86,0.14,4.05,3.65,0.41,10.41,3.38,9.19,15.41,6.49,3.65,3.78,26.62,2.16,1.49,2.3,0.95,1.62,3.78,1.22,2.57,0.27,1.76,0.27,11.76,0,0.81,1.76,1.89,10.95,1.89,1.89,1.35,1.76,2.03,2.7,4.19,0.68,2.03,1.49,1.62,0.68,0.54,0.14,0.41,3.24,0.14,0.54,1.22,1.22,0.14,0.41,0.81,0.68,0.54,0,0.68,7.97,0.14,1.35,1.49,2.16,2.7,,,108.371,72.9824,82.6934,42.3794,607.8667,565.4873,0.9152,0.7595,0.6867,3.4066
772,13,0,70,0,0,0,20,60,1,2,0.020618557,1.2124,35,0.5833,0.5653,10060.2286,92.079,34,0.5667,0.5816,955.35258,64.64736667,538.86946,947,2.77,88.96,38.99,25.77,7.5,94.61,66.1,27.67,17.85,6.12,0.42,9.19,1.48,0.63,9.82,3.38,9.61,15.31,7.29,6.65,3.91,26.29,2.96,1.48,4.65,0.74,1.58,4.44,2.22,2.22,0.21,1.48,0.21,16.26,0.11,0.63,0.95,0.84,12.67,2.11,3.27,1.48,2.22,1.06,3.48,2.53,0.32,1.58,0.63,1.48,0.84,0.42,0,0.11,5.28,0.74,1.37,0.95,2.32,0.32,0.84,0.53,0.11,0.21,0,0.21,6.12,0.11,0.53,1.27,2.32,1.48,,,106.4555,77.9654,74.4818,42.2012,615.2823,573.0811,1.2519,1.1408,0.791,3.4063
773,1,0,75,0,0,0,75,0,0,1,0.907216495,0.4519,9,0.15,0.1292,10161.4383,93.5244,9,0.15,0.1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1,0,50,0,20,0,70,10,0,2,0.907216495,0.3709,2,0.0333,0.586,9968.5177,96.2482,2,0.0333,0.586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,2,30,75,10,10,0,20,10,0,1,0.020618557,0.1511,5,0.0833,0.0302,10047.06,94.5698,3,0.05,0.0387,851.4798333,72.38583725,473.6854941,916,17.45,34.3,43.96,87.52,9.39,92.25,53.06,20.2,11.9,8.84,0.44,1.97,0.44,0.22,8.3,5.02,7.97,12.45,6.99,5.35,2.07,20.63,2.4,0.87,2.29,2.95,0.76,4.91,4.26,0.66,0.11,0,0.33,6.44,0.76,0,0.76,0.11,10.15,1.53,2.07,2.73,2.4,0.66,1.97,1.53,0.98,0.44,0.11,0.66,0.44,0.11,0,0.11,3.6,0.98,0.44,0.66,1.31,0.22,1.97,0.87,0.55,2.29,0,0,13.65,0,1.31,5.02,7.31,1.2,,,194.2946,213.3895,87.4269,42.4267,613.7559,571.3292,0.518,0.3936,0.4486,2.8732
773,2,0,50,0,10,5,60,0,0,2,0.082474227,0.2869,2,0.0333,0.586,9989.5214,96.7104,2,0.0333,0.586,911.4640531,66.89992857,457.7297306,416,6.37,64.1,55.79,74.94,6.49,93.99,59.62,23.32,16.83,6.97,0.96,7.69,0.48,0.72,6.49,3.37,9.62,15.38,6.73,4.33,5.53,26.92,2.4,1.68,3.85,1.44,1.2,3.12,2.88,0.24,0,0,0,11.78,0,0,0.48,0,12.5,2.16,2.16,2.4,1.68,1.44,4.33,1.92,1.68,0,0.24,2.16,0.96,0.48,0,0.96,6.49,0.96,0.48,1.68,3.12,0.24,2.64,0.48,0.72,0.96,0,0,7.45,0,0.48,3.37,2.88,0.96,,,81.3177,66.3112,44.8494,42.3293,590.1738,547.8445,1.0016,0.9253,0.6328,3.4011
773,3,0,100,0,0,0,100,0,0,1,0.020618557,0.2562,8,0.1333,0.0956,10044.2007,93.2024,7,0.1167,0.1079,1069.33854,58.17366731,546.7334173,217,14.2,62.65,30.69,98.22,6.91,94.01,53.46,24.42,14.75,7.83,0.46,4.15,2.3,0,9.68,2.76,9.68,14.75,4.61,2.3,2.3,26.27,3.23,0.92,1.84,1.38,1.84,5.53,5.53,0,0,0,0,10.6,0.46,0,0.92,3.23,11.52,3.23,0.92,2.3,2.3,0.92,1.84,2.3,0.46,0.46,0.92,2.3,0.46,0,0,1.38,4.15,1.38,0,0.46,2.3,0,1.84,1.84,0.46,1.38,0.46,0,11.06,0,3.23,4.61,5.53,0,,,124.6543,78.2008,80.2486,47.7657,395.7514,347.9857,0.2128,0.1782,0.1684,1.889
773,3,0,50,0,0,0,50,0,0,2,0.082474227,0.1774,2,0.0333,0.586,9987.95,94.3477,2,0.0333,0.586,1002.279258,60.50159333,464.06282,243,11.93,84.83,36.5,96.52,4.94,95.47,63.79,25.51,15.64,5.35,0,8.64,0.41,1.23,9.88,4.94,11.52,16.87,4.53,2.47,4.53,24.69,1.23,0.82,1.65,0.82,1.23,7.41,6.17,1.23,1.23,0,0,13.58,0.82,0.41,0.82,0.82,9.05,0.82,0,2.06,2.47,2.47,2.06,2.06,0.82,0.41,0,2.06,0,0,0,2.06,4.94,0.41,1.65,0.82,0.82,1.23,1.65,0,0.41,0.41,0,0,7.82,0,0,4.94,1.65,0.82,,,83.535,60.1459,85.4038,44.7969,556.4318,511.6349,0.308,0.2296,0.377,3.4004
