ID,Report,Stress,Happy,Sad,Nervous,Angry,Close,Annoyed,AnnoyedExpressed,partner,NanPercent,scl,nscrs.01,fscrs.01,amp.01,ActCount,BodyTemp,nscrs.02,fscrs.02,amp.02,IBI,BPM,HRV,AllWC,AllAnalytic,AllClout,AllAuthentic,AllTone,AllSixltr,AllDic,AllFunct,AllPronoun,AllPpron,AllI,AllWe,AllYou,AllShehe,AllThey,AllIpron,AllArticle,AllPreps,AllAuxverb,AllAdverb,AllConj,AllNegate,AllVerb,AllAdj,AllCompare,AllInterrog,AllNumber,AllQuant,AllAffect,AllPosemo,AllNegemo,AllAnx,AllAnger,AllSad,AllSocial,AllFamily,AllFriend,AllFemale,AllMale,AllCogproc,AllInsight,AllCause,AllDiscrep,AllTentat,AllCertain,AllDiffer,AllPercept,AllSee,AllHear,AllFeel,AllBio,AllBody,AllHealth,AllSexual,AllIngest,AllDrives,AllAffiliation,AllAchieve,AllPower,AllReward,AllRisk,AllWork,AllLeisure,AllHome,AllMoney,AllRelig,AllDeath,AllInformal,AllSwear,AllNetspeak,AllAssent,AllNonfl,AllFiller,AllIOnly,AllMeOnly,PitchMean,PitchMedian,PitchSD,PitchMin,PitchMax,PitchRange,LoudMean,LoudMedian,LoudSD,LoudMax
722,10,0,70,0,0,20,75,20,1,1,0.103092784,1.2821,15,0.25,0.4407,162.9822,92.705,9,0.15,0.7247,972.0661617,62.60178,446.43219,143,34.38,90.79,12.12,15.87,7.69,90.21,55.24,18.18,11.19,2.1,1.4,3.5,2.8,1.4,6.99,6.99,10.49,9.79,6.99,6.99,2.1,27.97,0.7,1.4,0.7,2.1,2.1,0.7,0,0.7,0,0,0.7,15.38,0,0.7,0,3.5,13.29,1.4,1.4,2.1,4.2,2.1,2.8,2.1,0,2.1,0,1.4,0,0,0,1.4,5.59,1.4,2.1,0.7,0.7,0.7,0.7,0,1.4,2.8,0,0,0.7,0,0,0,0,0.7,2.1,0,123.61455,92.991375,78.503475,43.99795,607.308425,563.310475,0.54675,0.4341,0.421075,2.83305
722,10,0,90,0,0,0,20,0,0,2,0,29.76,44,0.7333,0.3379,167.0835,91.8937,39,0.65,0.3792,884.16331,71.988205,456.4954883,79,3.25,98.83,5.49,25.77,5.06,87.34,49.37,29.11,16.46,5.06,0,8.86,2.53,0,12.66,2.53,3.8,10.13,7.59,5.06,1.27,27.85,5.06,2.53,8.86,0,0,2.53,1.27,1.27,0,0,0,22.78,0,1.27,0,3.8,11.39,3.8,0,1.27,3.8,1.27,2.53,5.06,0,5.06,0,0,0,0,0,0,1.27,0,1.27,0,0,0,1.27,0,0,2.53,0,0,10.13,0,5.06,1.27,7.59,1.27,5.06,0,70.5161,59.0854,31.8369,42.4157,589.854,547.4383,0.3086,0.2832,0.1845,2.3521
722,11,0,90,0,0,0,85,10,1,1,0.103092784,12.4878,49,0.8167,0.7334,162.9329,91.4096,49,0.8167,0.7334,844.7854217,71.59833833,400.4070283,74,2.44,70.57,84.25,9.26,8.11,97.3,66.22,33.78,20.27,10.81,0,6.76,2.7,0,12.16,2.7,10.81,10.81,13.51,2.7,1.35,22.97,4.05,2.7,4.05,0,0,4.05,1.35,2.7,0,0,0,14.86,0,0,0,2.7,12.16,2.7,1.35,1.35,2.7,0,4.05,1.35,0,1.35,0,0,0,0,0,0,4.05,0,0,1.35,2.7,0,0,2.7,0,1.35,0,0,8.11,0,1.35,4.05,4.05,0,9.46,1.35,123.61455,92.991375,78.503475,43.99795,607.308425,563.310475,0.54675,0.4341,0.421075,2.83305
722,11,0,90,0,0,0,90,0,0,2,0,26.6913,45,0.75,1.3881,167.0783,91.2362,45,0.75,1.3881,630.76184,97.653455,238.8612767,100,8.69,54,56.63,80.22,5,95,59,21,14,5,0,5,3,1,7,6,9,14,9,3,8,26,3,2,2,0,1,5,4,1,0,0,0,13,1,1,0,5,8,1,1,0,0,2,4,3,2,1,0,4,3,1,0,0,8,1,2,1,3,1,3,0,0,0,0,0,6,0,2,2,3,0,3,2,78.1737,62.9666,42.2428,42.2891,359.8163,317.5272,0.9572,0.8232,0.6468,3.4042
722,12,0,70,0,0,0,60,20,1,1,0.103092784,5.5271,34,0.5667,0.2879,162.9633,90.739,31,0.5167,0.3143,1106.904282,55.57767667,487.86715,37,15.54,2.94,71.04,99,8.11,89.19,40.54,18.92,10.81,10.81,0,0,0,0,8.11,0,8.11,8.11,5.41,2.7,8.11,24.32,8.11,0,0,0,2.7,10.81,10.81,0,0,0,0,2.7,0,0,0,0,8.11,0,0,0,5.41,0,2.7,8.11,5.41,2.7,0,0,0,0,0,0,10.81,0,8.11,0,2.7,0,0,0,0,0,0,0,10.81,0,0,8.11,0,2.7,10.53,0,123.61455,92.991375,78.503475,43.99795,607.308425,563.310475,0.54675,0.4341,0.421075,2.83305
722,12,0,90,0,0,0,50,0,0,2,0,3.1329,71,1.1833,0.0404,165.5922,84.9361,54,0.9,0.0484,853.1828419,72.63270323,349.2980806,42,8.16,95.2,13.15,25.77,11.9,88.1,64.29,23.81,11.9,0,2.38,7.14,0,2.38,11.9,2.38,11.9,19.05,7.14,0,4.76,26.19,2.38,2.38,7.14,0,2.38,0,0,0,0,0,0,14.29,0,0,0,0,4.76,0,2.38,0,0,0,2.38,7.14,2.38,0,4.76,4.76,4.76,0,0,0,4.76,2.38,2.38,2.38,0,0,0,0,0,0,0,0,4.76,0,0,2.38,2.38,0,0,0,74.8524,61.3919,36.7635,42.6244,576.7549,534.1305,0.2207,0.1736,0.1926,2.8887
722,13,0,50,0,40,0,0,0,0,1,0.87628866,2.6288,27,0.45,0.5274,162.9816,91.7139,25,0.4167,0.5684,1115.491233,54.06778833,491.357,37,15.54,2.94,71.04,99,8.11,89.19,40.54,18.92,10.81,10.81,0,0,0,0,8.11,0,8.11,8.11,5.41,2.7,8.11,24.32,8.11,0,0,0,2.7,10.81,10.81,0,0,0,0,2.7,0,0,0,0,8.11,0,0,0,5.41,0,2.7,8.11,5.41,2.7,0,0,0,0,0,0,10.81,0,8.11,0,2.7,0,0,0,0,0,0,0,10.81,0,0,8.11,0,2.7,10.53,0,123.61455,92.991375,78.503475,43.99795,607.308425,563.310475,0.54675,0.4341,0.421075,2.83305
722,13,,,,,,,,,2,0.87628866,0.7572,13,0.2167,0.2062,166.8489,88.7402,11,0.1833,0.2409,980.4635433,62.155905,417.027355,42,8.16,95.2,13.15,25.77,11.9,88.1,64.29,23.81,11.9,0,2.38,7.14,0,2.38,11.9,2.38,11.9,19.05,7.14,0,4.76,26.19,2.38,2.38,7.14,0,2.38,0,0,0,0,0,0,14.29,0,0,0,0,4.76,0,2.38,0,0,0,2.38,7.14,2.38,0,4.76,4.76,4.76,0,0,0,4.76,2.38,2.38,2.38,0,0,0,0,0,0,0,0,4.76,0,0,2.38,2.38,0,0,0,74.8524,61.3919,36.7635,42.6244,576.7549,534.1305,0.2207,0.1736,0.1926,2.8887
722,14,0,60,0,0,0,0,0,0,1,0.87628866,2.3688,28,0.4667,0.6949,162.9962,89.5081,26,0.4333,0.7473,1046.673637,58.50003,504.39648,151.8888889,12.22,62.17222222,48.60111111,53.71444444,8.725555556,94.33555556,56.70111111,25.43333333,14.41222222,6.56,0.591111111,3.698888889,2.261111111,1.303333333,10.87222222,3.401111111,8.995555556,12.15666667,7.378888889,4,3.623333333,24.36111111,3.151111111,1.18,2.881111111,2.223333333,1.231111111,4.361111111,3.22,1.014444444,0,0.143333333,0.13,11.56111111,0.228888889,0.26,0.277777778,2.268888889,10.40333333,2.105555556,1.398888889,1.237777778,2.725555556,0.615555556,2.648888889,3.267777778,1.533333333,1.297777778,0.437777778,0.961111111,0.162222222,0.204444444,0.036666667,0.56,5.102222222,0.806666667,1.391111111,1.262222222,1.477777778,0.421111111,0.645555556,0.987777778,0.742222222,1.35,0,0.15,8.143333333,0,0.851111111,3.592222222,3.095555556,1.347777778,5.364444444,0.956666667,123.61455,92.991375,78.503475,43.99795,607.308425,563.310475,0.54675,0.4341,0.421075,2.83305
722,14,,,,,,,,,2,0.87628866,1.5692,12,0.2,0.3553,166.7476,93.1849,11,0.1833,0.3861,973.468665,62.10221,334.4315917,160.4444444,5.352222222,75.17333333,36.87777778,53.45,7.603333333,94.48,59.31666667,25.92888889,15.08,4.625555556,1.097777778,5.453333333,2.773333333,1.13,10.85,3.312222222,7.674444444,12.95222222,8.12,4.997777778,4.628888889,25.32222222,2.878888889,1.231111111,5.873333333,2.142222222,1.074444444,2.794444444,2.158888889,0.635555556,0,0.083333333,0,15.35111111,0.151111111,0.422222222,0.078888889,3.181111111,11.74888889,2.378888889,1.676666667,2.042222222,2.05,0.758888889,3.914444444,3.928888889,0.985555556,1.664444444,1.12,1.934444444,1.172222222,0.23,0.064444444,0.468888889,5.12,1.698888889,0.7,1.483333333,1.392222222,0.38,0.977777778,1.076666667,0.407777778,0.896666667,0.032222222,0.046666667,6.192222222,0.267777778,0.977777778,2.64,2.552222222,0.623333333,3.426666667,1.082222222,84.60053636,71.95651818,47.10594545,42.55537273,530.8214182,488.2660364,0.537163636,0.468627273,0.363918182,2.987190909
723,1,1,85,0,1,0,75,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1,5,85,0,15,0,80,15,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,2,2,85,0,0,0,80,0,0,1,0,3.1309,344,5.7333,0.0384,159.0574,87.3353,226,3.7667,0.0508,858.5054959,72.27751429,463.5528102,465,7.97,24.56,93.53,14,6.88,94.62,59.14,25.16,12.69,8.82,0.65,2.58,0.43,0.22,12.47,3.44,10.11,10.97,7.31,7.53,3.23,21.51,3.66,2.15,3.23,1.51,1.08,4.73,1.94,2.8,1.08,0,0,6.67,0.43,0,0.43,0.43,12.69,2.37,1.29,1.29,3.44,0.86,4.73,3.23,1.29,0.86,1.08,0.86,0.43,0.43,0,0,5.59,1.08,0.65,0.65,2.58,0.86,0.43,0.22,0.22,0,0,0,7.74,0,0.65,1.51,3.87,1.94,6.87,1.93,177.9289,184.8979,97.3203,42.2335,614.058,571.8245,0.5082,0.3905,0.4304,2.8594
723,2,0,90,4,18,7,87,2,0,2,0,14.7923,459,7.65,0.0625,168.3446,86.83,368,6.1333,0.0742,841.1215615,72.77405962,427.4803615,411,11.24,60.56,32.33,53.2,11.19,89.05,55.23,21.9,11.92,5.6,2.92,2.68,0.49,0.24,9.98,7.06,6.57,15.82,7.06,3.65,3.16,24.57,2.68,1.7,2.19,2.43,1.22,6.81,4.14,2.68,0.24,0,0.24,9.73,0.24,0.24,0,1.22,9.73,1.7,0.49,1.95,1.7,0.73,3.89,1.7,0.49,1.22,0,0.24,0,0,0,0,7.06,3.41,0,0,3.16,0.49,0.49,0.73,0,0.24,0,0,10.46,0,0.73,3.16,5.84,1.22,4.88,0.49,133.5635,90.1135,89.0988,42.2937,580.1336,537.8399,0.6294,0.5095,0.4872,3.3904
723,3,0,88,0,0,0,80,0,0,1,0,5.9147,35,0.5833,1.3554,161.5555,92.725,35,0.5833,1.3554,890.48067,68.50675167,420.9596583,401,13.09,27.48,73.06,80.12,3.99,94.26,59.35,20.2,11.97,7.48,1,2.49,0.5,0.5,8.23,6.73,9.23,13.47,8.48,5.49,4.99,22.94,4.49,0.75,2,0.75,0.75,7.48,5.24,2.24,0.25,0.5,0.5,7.73,0.25,0.25,0.25,0.25,13.47,1.75,1.5,2.49,3.24,1,4.74,2.24,0.75,0.5,1,1.5,0,0.5,0.25,0.5,3.99,2,0.75,1.5,0,0.25,0.25,0.5,0.25,0,0,0,10.72,0,2,2.74,4.24,2,7.23,0.25,129.9858,85.9738,97.9171,42.2492,617.5608,575.3116,0.75,0.6622,0.4719,2.8621
723,3,0,96,0,3,0,80,0,0,2,0,29.2224,33,0.55,2.7576,165.3341,92.2468,33,0.55,2.7576,820.123785,74.13587167,415.005325,564,7.84,64.53,57.69,91.75,6.91,93.62,60.46,22.16,11.35,4.43,2.84,2.66,0.18,1.24,10.82,6.74,7.8,18.09,6.38,6.74,1.95,24.29,4.96,2.3,3.19,1.6,1.95,5.85,4.96,0.89,0,0.35,0,8.87,0.53,0,0.71,0.18,12.23,1.06,1.77,1.6,4.79,0.71,4.08,3.01,1.95,0.18,0.53,1.06,0.18,0,0,0.53,7.62,3.37,0.89,2.3,1.42,0,0,0.35,1.06,1.06,0,0,8.16,0.18,1.06,3.37,1.95,1.6,3.72,0.71,89.646,67.3424,69.1282,42.3286,597.0774,554.7488,0.9668,0.8874,0.5587,3.4024
723,4,2,80,0,2,0,70,0,0,1,0,13.3778,33,0.55,1.5608,161.5521,92.6155,31,0.5167,1.6605,870.9623633,70.15874167,379.03398,234,11.13,68.07,38.39,99,8.12,93.16,48.72,20.94,14.96,5.98,1.71,6.41,0,0.85,5.98,3.42,5.98,12.39,6.41,3.85,3.85,19.66,4.7,0.43,2.99,4.27,1.71,10.68,9.4,1.28,0.43,0,0,9.83,0,0.43,0,0.43,13.68,0.85,4.27,1.71,3.85,1.71,3.42,2.56,0.43,0.43,1.71,0.85,0.85,0,0,0,5.98,2.56,1.28,0.85,0.85,0.43,0.43,0,0,1.71,0.43,0,14.53,0,1.71,6.41,5.98,0,5.13,0.85,96.6943,75.7494,51.4026,42.2871,566.9625,524.6754,0.5742,0.4614,0.4468,2.8223
723,4,25,75,0,0,25,70,30,0,2,0,34.2618,8,0.1333,3.4392,165.3468,90.6227,8,0.1333,3.4392,815.0647267,74.22643833,389.1534783,607,7.6,37.09,85.5,60.12,8.4,94.4,58.48,22.41,14.5,8.24,3.46,2.47,0.16,0.16,7.91,4.61,8.57,14.99,6.59,6.43,3.79,26.03,3.95,2.31,2.97,1.15,1.15,5.27,3.46,1.65,0.66,0.49,0.33,8.07,0,0,0.33,0,14.33,2.8,1.32,2.47,3.79,0.99,4.94,1.98,0.99,0.49,0.49,0.82,0.16,0.16,0,0,9.39,4.12,0.49,0.66,3.62,0.49,0.82,0.16,0.99,0.82,0,0,9.56,0.33,0.66,2.31,4.94,1.32,7.25,0.82,68.4836,60.3926,30.993,42.18,535.4736,493.2936,1.1775,1.0555,0.7339,3.4092
723,5,5,78,0,0,1,70,1,0,1,0,12.2238,39,0.65,0.8663,161.5049,91.9719,39,0.65,0.8663,857.393345,74.16209667,427.6289417,47,17.48,89.9,1.9,99,10.64,91.49,46.81,14.89,6.38,2.13,2.13,2.13,0,0,8.51,6.38,4.26,14.89,8.51,6.38,0,19.15,4.26,2.13,2.13,4.26,2.13,10.64,10.64,0,0,0,0,10.64,0,0,0,2.13,6.38,2.13,2.13,2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,10.64,4.26,0,4.26,2.13,0,0,2.13,2.13,0,0,0,14.89,0,0,10.64,4.26,0,2.22,0,127.1323,101.8441,91.8717,42.8359,567.7335,524.8976,0.3032,0.1803,0.3619,2.8638
723,5,35,65,0,0,14,75,32,0,2,0.072164948,34.2618,8,0.1333,3.4392,165.3485,91.3198,8,0.1333,3.4392,848.0457833,71.523525,434.91652,88,1.62,67.52,31.94,98.5,5.68,90.91,56.82,26.14,17.05,6.82,1.14,9.09,0,0,9.09,4.55,4.55,14.77,4.55,6.82,7.95,25,2.27,1.14,2.27,5.68,0,5.68,5.68,0,0,0,0,13.64,0,0,0,0,14.77,3.41,1.14,4.55,7.95,0,4.55,1.14,1.14,0,0,0,0,0,0,0,4.55,1.14,2.27,1.14,2.27,0,1.14,2.27,1.14,1.14,0,0,7.95,0,1.14,1.14,3.41,2.27,4.65,1.16,99.583,59.7687,94.0364,42.6271,588.3383,545.7112,0.2085,0.0853,0.3279,3.2435
723,6,20,65,0,5,5,65,5,0,1,0,20.6125,48,0.8,1.0446,161.5669,91.099,48,0.8,1.0446,951.74087,64.26217,468.4641767,210,5.14,35.15,21.13,78.19,9.52,86.19,53.81,25.24,13.33,7.62,0.48,4.76,0.48,0,11.9,2.86,5.24,11.9,4.76,3.81,6.19,20.95,1.43,0,1.43,2.38,0.95,3.81,3.33,0.48,0,0,0,6.67,0,0,0.48,0,12.86,3.33,4.29,1.43,2.86,0,1.9,2.38,0.48,0.95,0.95,1.43,0.48,0.95,0,0,5.71,0.48,1.43,3.33,0,0.48,0.48,0,0.48,0.95,0,0,10.95,0,1.9,6.19,3.81,0,6.67,0.95,97.9034,65.65,56.849,43.0237,529.7235,486.6998,0.3461,0.2632,0.2897,2.8644
723,6,45,65,0,0,10,65,0,0,2,0.072164948,26.09216667,166.6666667,2.777766667,2.086433333,165.3494,90.9101,136.3333333,2.2722,2.090333333,826.9403217,73.63195833,429.354405,753,12.7,53.19,47.23,96.43,9.43,90.04,56.57,23.37,13.55,7.7,2.79,2.12,0.53,0.4,9.83,5.98,7.57,14.61,6.24,2.92,3.32,23.77,2.39,0.93,1.99,1.2,1.33,5.84,5.31,0.4,0,0,0.13,8.63,0,0,0.27,0.27,10.49,3.45,2.12,1.46,1.59,1.33,1.73,3.05,0.66,1.46,0.8,0.27,0.13,0.13,0,0,5.98,3.05,0.4,1.59,0.93,0,1.33,0.13,0.27,0.4,0,0,12.22,0,0.27,5.58,5.44,0.8,6.52,1.2,92.5075,62.3119,66.2688,42.9686,492.9648,449.9962,0.3504,0.2554,0.3249,3.0172
723,7,20,60,0,0,10,70,5,0,1,0,21.1317,42,0.7,1.4235,161.5568,92.7579,42,0.7,1.4235,926.5180517,67.68990667,448.5671667,759,9.08,61.92,65.88,93.61,9.22,93.41,54.41,22.53,13.31,6.19,2.24,3.69,0.53,0.66,9.22,3.16,7.77,12.38,6.72,5.93,3.03,22.79,3.95,1.05,2.64,1.71,1.58,6.19,5.27,0.92,0.13,0.26,0.13,10.41,0.13,0,0.4,0.53,12.25,2.77,1.71,1.32,2.64,1.19,3.82,2.64,1.05,1.19,0.4,1.71,0.92,0.26,0,0.53,6.59,2.37,0.53,1.45,1.58,0.66,1.32,1.05,0.53,1.71,0.13,0,11.07,0.26,1.05,5.8,2.77,1.19,5.28,0.79,144.2888,119.7332,86.0452,42.6561,616.0339,573.3778,0.6496,0.5581,0.4549,2.8548
723,7,,,,,,,,,2,0.072164948,26.09216667,166.6666667,2.777766667,2.086433333,165.3406,92.2375,136.3333333,2.2722,2.090333333,893.51602,68.003835,407.504515,1353,5.53,35.3,58.7,86.15,6.5,94.46,60.31,23.95,12.49,6.87,3.03,2.07,0.37,0.15,11.46,4.29,9.16,16.26,6.28,5.69,4.58,26.31,4.8,2,1.92,1.55,1.4,6.13,4.8,1.33,0.59,0.3,0.15,7.02,0.07,0.15,0.22,0.3,14.86,1.85,1.7,3.33,3.62,1.33,4.29,2.37,1.18,0.67,0.44,0.96,0.15,0.22,0,0.59,7.1,3.1,1.33,1.26,1.85,0.22,0.67,0.3,0,0.81,0.07,0,9.53,0.15,1.03,3.33,3.47,1.4,5.7,1.11,86.115,69.6594,64.5035,42.3928,616.4351,574.0423,0.897,0.6799,0.7833,3.405
723,8,28,70,0,28,3,68,15,1,1,0,28.4333,37,0.6167,1.7648,161.4997,92.9167,37,0.6167,1.7648,868.3362867,72.42072833,421.902905,477,8.65,46.65,29.79,45,9.43,91.4,55.56,23.48,13.84,7.55,0.84,2.52,2.73,0.21,9.64,6.08,5.66,14.05,6.08,4.61,3.56,21.17,3.77,1.68,1.05,1.68,1.68,7.34,4.19,3.14,1.05,0.84,0.21,10.27,0.21,0.63,2.94,0.21,11.53,2.52,1.05,2.1,3.77,0.84,2.94,3.98,1.47,1.47,1.05,1.47,0.21,0.42,0.63,0,5.24,1.68,0.84,1.47,0.84,0.84,0.21,0.63,0,0.42,0,0.21,10.48,0.42,0.42,4.82,3.14,1.89,6.9,0.63,109.7401,73.794,81.1579,42.1536,609.2976,567.144,0.8158,0.7243,0.5668,2.8663
723,8,54,75,0,15,12,65,45,1,2,0.072164948,26.09216667,166.6666667,2.777766667,2.086433333,165.3366,90.7772,136.3333333,2.2722,2.090333333,837.2996183,72.667395,435.437755,863,10.56,59.15,59.74,95.76,10.89,93.4,56.43,22.25,13.56,6.49,2.78,3.48,0.7,0.12,8.69,6.26,7.18,17.15,6.26,3.71,2.55,26.77,5.45,1.85,1.62,0.93,1.39,9.39,7.07,2.32,0.93,0.58,0.23,9.27,0.12,0.12,0.58,0.23,12.4,1.85,1.04,1.85,4.17,1.16,3.59,3.24,0.7,1.27,1.16,0.93,0.12,0.23,0.35,0,7.3,3.13,1.04,1.62,2.2,0.23,0.46,1.39,0.46,0.81,0,0,10.43,0.58,1.16,4.98,2.32,1.39,6.01,0.46,88.0453,65.0147,66.8956,42.2893,558.6093,516.32,0.9032,0.7243,0.6454,3.4041
723,9,5,70,0,2,0,70,2,1,1,0,28.3305,44,0.7333,1.3656,161.5701,91.4811,44,0.7333,1.3656,996.6783517,62.25465333,450.7624067,274,7.74,54.36,36.81,67.17,8.39,92.7,53.28,21.9,14.23,6.93,1.09,5.11,0.36,0.73,7.66,4.01,6.93,12.41,7.3,5.84,4.38,18.61,4.38,1.09,2.19,1.09,2.19,5.84,4.01,1.82,0.36,1.09,0.36,9.85,0.36,0,0,0.36,9.85,1.82,2.19,1.82,1.46,1.46,2.92,2.55,1.09,1.09,0.36,2.92,1.46,0.36,0.73,0.73,5.84,2.19,0.36,0.73,2.55,0,1.09,1.46,0.36,1.09,0,0.73,12.77,0.73,0.73,3.65,5.11,2.92,5.13,1.47,178.8439,144.1476,110.048,42.7321,615.3127,572.5806,0.4703,0.3452,0.4194,2.865
723,9,20,75,0,12,0,80,15,0,2,0.072164948,26.09216667,166.6666667,2.777766667,2.086433333,165.3631,91.3579,136.3333333,2.2722,2.090333333,856.6754067,71.15640167,415.8283433,579,12.39,47.93,31.66,93.42,7.94,92.92,54.92,20.9,13.64,7.08,2.59,3.11,0,0.86,7.25,5.87,6.91,13.64,5.53,6.04,3.8,22.11,4.49,1.55,2.59,0.69,3.28,7.43,5.87,1.55,0.35,0.35,0.35,10.02,0,0.17,0.17,0.17,14.85,2.07,2.59,1.9,4.15,0.86,4.49,3.28,1.21,1.04,0.69,2.76,0.86,0.35,0.69,1.21,8.46,3.11,1.21,1.55,2.76,0.69,0.69,2.94,0.52,0.17,0,0,8.46,0.86,0,2.76,3.11,1.73,5.89,0.87,177.2619,143.7881,114.3108,42.8741,618.7155,575.8414,0.4995,0.4207,0.3752,3.3782
723,10,10,73,0,0,0,75,0,0,1,0,31.4992,49,0.8167,1.0426,161.5371,93.7561,48,0.8,1.0639,1005.106157,61.35071167,479.1182633,382,7.78,14.15,95.03,78.52,7.85,90.31,58.9,22.25,15.18,10.99,1.05,2.62,0,0.52,7.07,4.45,9.16,14.66,7.33,5.76,4.45,24.08,2.09,0.79,2.62,1.31,1.05,5.5,4.19,1.31,0.26,0.52,0,5.5,0,0,0,0,13.09,3.14,2.36,1.83,2.09,0.26,3.66,2.88,0.79,1.83,0.26,1.83,0.52,0,0,0.79,5.24,1.57,0.79,1.31,2.09,0,0.52,0.52,0.26,0.26,0,0,9.16,0.79,0.26,3.93,3.4,0.52,9.16,1.57,224.5592,210.5228,108.6323,43.3514,619.4486,576.0972,0.3533,0.2487,0.3479,2.6984
723,10,12,75,0,14,0,85,0,0,2,0.072164948,26.09216667,166.6666667,2.777766667,2.086433333,165.3478,93.0845,136.3333333,2.2722,2.090333333,842.296005,72.44038667,415.5793917,580,3.21,62.2,35.64,68.1,7.76,92.76,62.24,26.38,14.14,6.21,1.21,5.69,0.17,0.86,12.24,4.66,7.59,15.52,6.38,6.21,4.66,23.1,4.31,2.07,2.24,1.38,1.72,6.03,4.14,1.9,0.34,0.69,0.17,11.9,0.17,0.52,0.34,0,12.59,1.38,2.24,2.76,2.41,0.69,4.14,2.76,0.69,1.38,0.34,1.21,0.17,0,0,0.86,4.31,1.72,1.03,0.86,0.86,0.17,0.34,0.86,0.52,0.34,0.34,0,6.55,0.69,1.03,1.72,1.9,1.21,4.84,1.21,263.7717,260.3029,128.1737,42.9796,607.8936,564.914,0.4031,0.3341,0.3534,3.3369
723,11,0,80,0,0,0,75,0,0,1,0,29.8067,43,0.7167,1.6417,161.552,93.0592,42,0.7,1.6804,1026.556592,60.292295,475.9064233,129,6.78,95.57,49.53,90.1,10.08,94.57,55.81,22.48,13.18,2.33,1.55,7.75,0,1.55,9.3,3.88,7.75,14.73,10.08,5.43,0.78,21.71,8.53,0,4.65,0.78,0.78,11.63,7.75,3.88,0.78,0,0.78,14.73,0.78,0.78,0,2.33,6.98,0.78,0.78,0,2.33,0.78,3.88,4.65,3.1,0,1.55,2.33,0.78,0.78,0,0.78,8.53,3.88,0.78,1.55,2.33,0,1.55,0,0,0,0,0,10.08,0,0.78,5.43,3.88,0,2.33,0,198.5764,165.8844,109.1228,42.6815,611.9195,569.238,0.3959,0.2992,0.3543,2.8629
723,11,25,95,0,8,0,80,0,0,2,0.072164948,26.09216667,166.6666667,2.777766667,2.086433333,165.4323,93.6002,136.3333333,2.2722,2.090333333,784.0196483,77.50915333,350.3740517,400,6.42,52,51.67,99,6.25,91.75,57,21.75,14.25,7.25,4.5,1,0.25,1.25,7.5,3,8.75,16.75,6.5,6,3,23.75,5.75,2,1.5,0.75,1.5,7,6.5,0.5,0,0,0,10,0.25,0,0,0.5,14,1.5,1,3.75,3.5,1.5,4.5,3.75,0.75,1.5,1.25,1.75,0.5,0.25,0,0.75,8.75,5.25,0.75,1,2.25,0.25,1.5,1.75,0,0,0,0,11,0.25,1,5.25,1.75,2,6,1.25,212.0891,171.7068,143.9056,43.0965,608.1689,565.0724,0.32,0.2887,0.2133,2.981
723,12,0,85,0,0,0,68,0,0,1,0,28.2361,38,0.6333,1.1706,161.5504,93.5555,37,0.6167,1.2019,999.6015467,61.24075,457.1736483,323,3.97,13.25,64.44,72.18,8.05,95.98,61.3,22.91,14.86,9.29,0.62,3.72,0.93,0.31,7.74,3.41,9.29,14.24,6.5,5.88,8.67,23.84,3.72,1.86,3.1,0.62,0.93,5.88,4.02,1.55,0,0,0.62,7.43,0.31,0.31,0,1.24,15.79,3.72,2.79,2.79,1.86,0.93,4.95,4.02,1.24,1.86,0.62,0.31,0.31,0,0,0,6.19,0.62,0.31,2.48,1.55,1.24,0.93,1.55,0.31,0.62,0.31,0.31,10.84,0,0,5.26,4.02,1.86,7.43,1.55,144.3468,125.3873,84.9356,43.4673,593.2682,549.8009,0.3441,0.2811,0.2775,2.7501
723,12,8,85,0,0,0,90,0,0,2,0.072164948,26.09216667,166.6666667,2.777766667,2.086433333,165.4207,93.4316,136.3333333,2.2722,2.090333333,931.6361033,65.086735,377.157245,612,7.6,51.31,32.65,87.44,6.37,93.79,57.84,23.53,13.24,5.88,1.31,4.25,1.14,0.65,10.29,4.9,8.01,14.71,5.88,6.37,3.43,24.02,6.05,1.31,0.49,1.63,2.12,8.66,5.88,2.29,0.16,0.65,0,9.15,0.16,0,0.16,1.31,13.73,1.63,1.31,2.29,3.92,0.98,4.9,3.27,1.14,1.14,0.98,0.98,0.33,0.16,0.16,0.33,8.17,1.47,1.47,2.29,2.94,0.33,0.82,2.12,0.33,0.33,0,0,7.35,0.16,0.49,2.12,2.78,1.96,4.75,0.82,156.9028,141.2751,108.1198,42.3068,598.5671,556.2603,0.4587,0.362,0.3705,3.3973
